Date,StockName,StockCode,Open,High,Low,Close,Volume,Change
2021-08-20,DB손해보험,005830,58400,58900,56300,57300,199910,-0.018835616438356184
2021-08-23,DB손해보험,005830,57300,57500,56400,56700,138308,-0.010471204188481686
2021-08-24,DB손해보험,005830,57100,58700,56900,58500,107657,0.031746031746031855
2021-08-25,DB손해보험,005830,58700,59100,57300,59000,125450,0.008547008547008517
2021-08-26,DB손해보험,005830,58500,61000,58500,60000,170424,0.016949152542372836
2021-08-27,DB손해보험,005830,60100,60600,58600,59400,142925,-0.010000000000000009
2021-08-30,DB손해보험,005830,59600,59900,58000,58600,115580,-0.013468013468013518
2021-08-31,DB손해보험,005830,58100,58800,56900,58700,213865,0.0017064846416381396
2021-09-01,DB손해보험,005830,57900,59200,57800,58800,83277,0.0017035775127767216
2021-09-02,DB손해보험,005830,58100,61000,58100,59500,168841,0.011904761904761862
2021-09-03,DB손해보험,005830,59300,60500,59300,60000,120049,0.008403361344537785
2021-09-06,DB손해보험,005830,59200,60600,59200,60400,49209,0.006666666666666599
2021-09-07,DB손해보험,005830,59500,60400,58700,59500,79493,-0.01490066225165565
2021-09-08,DB손해보험,005830,58900,61600,58800,61000,251710,0.025210084033613356
2021-09-09,DB손해보험,005830,60900,61600,59800,60100,223959,-0.014754098360655776
2021-09-10,DB손해보험,005830,60100,61200,59000,60400,103591,0.004991680532445919
2021-09-13,DB손해보험,005830,60400,62300,60400,61100,129862,0.011589403973509826
2021-09-14,DB손해보험,005830,62000,62500,61200,61500,109129,0.00654664484451728
2021-09-15,DB손해보험,005830,61000,62800,61000,61800,108508,0.004878048780487809
2021-09-16,DB손해보험,005830,61800,62400,60900,61400,87070,-0.006472491909385147
2021-09-17,DB손해보험,005830,61100,61400,60600,60800,180425,-0.009771986970684043
2021-09-23,DB손해보험,005830,60200,63700,59900,63000,169394,0.03618421052631571
2021-09-24,DB손해보험,005830,62800,64800,62500,62700,149603,-0.004761904761904745
2021-09-27,DB손해보험,005830,62100,63500,62100,62600,106197,-0.0015948963317384823
2021-09-28,DB손해보험,005830,63900,66000,62900,64900,249291,0.036741214057508076
2021-09-29,DB손해보험,005830,66500,68500,62300,62300,218046,-0.04006163328197232
2021-09-30,DB손해보험,005830,62400,65000,62400,63600,181135,0.020866773675762396
2021-10-01,DB손해보험,005830,63100,65500,62900,65200,113766,0.02515723270440251
2021-10-05,DB손해보험,005830,64000,66000,63900,64600,128898,-0.009202453987730008
2021-10-06,DB손해보험,005830,65000,66500,64400,65700,228624,0.017027863777089758
2021-10-07,DB손해보험,005830,66600,67600,65000,65400,141427,-0.004566210045662156
2021-10-08,DB손해보험,005830,65100,67300,64100,66100,174157,0.010703363914372988
2021-10-12,DB손해보험,005830,65900,66700,65000,65500,125257,-0.009077155824508298
2021-10-13,DB손해보험,005830,66000,66100,64000,64200,153159,-0.01984732824427482
2021-10-14,DB손해보험,005830,64900,66200,64600,65400,133392,0.01869158878504673
2021-10-15,DB손해보험,005830,64600,66700,64600,65800,106973,0.006116207951070374
2021-10-18,DB손해보험,005830,65300,65900,64700,65300,150162,-0.0075987841945288626
2021-10-19,DB손해보험,005830,65900,66500,65100,65300,76010,0.0
2021-10-20,DB손해보험,005830,65300,67100,64900,66600,137287,0.019908116385911168
2021-10-21,DB손해보험,005830,66100,66900,65700,66800,119046,0.0030030030030030463
2021-10-22,DB손해보험,005830,66300,67100,66000,66100,72441,-0.010479041916167664
2021-10-25,DB손해보험,005830,66000,66900,65600,66400,75686,0.004538577912254205
2021-10-26,DB손해보험,005830,67100,67100,65400,66000,82375,-0.0060240963855421326
2021-10-27,DB손해보험,005830,65700,65900,64400,65300,116769,-0.010606060606060619
2021-10-28,DB손해보험,005830,64900,65000,60600,60800,282584,-0.06891271056661563
2021-10-29,DB손해보험,005830,60700,61500,58400,59200,302475,-0.02631578947368418
2021-11-01,DB손해보험,005830,59700,60000,58500,59900,110655,0.011824324324324342
2021-11-02,DB손해보험,005830,59200,60800,59200,60300,132954,0.006677796327211993
2021-11-03,DB손해보험,005830,60100,60500,58100,58300,155158,-0.03316749585406298
2021-11-04,DB손해보험,005830,58900,59900,58500,59500,131941,0.020583190394511064
2021-11-05,DB손해보험,005830,59100,59900,57900,58100,152950,-0.02352941176470591
2021-11-08,DB손해보험,005830,58000,59400,57300,58700,108382,0.010327022375215211
2021-11-09,DB손해보험,005830,58300,60000,58200,58400,110337,-0.005110732538330498
2021-11-10,DB손해보험,005830,57600,58700,57500,57900,108850,-0.008561643835616417
2021-11-11,DB손해보험,005830,57400,58000,55100,55800,290122,-0.03626943005181349
2021-11-12,DB손해보험,005830,55800,58200,55800,57500,158110,0.03046594982078843
2021-11-15,DB손해보험,005830,57500,58400,56700,58400,108934,0.01565217391304352
2021-11-16,DB손해보험,005830,57900,60300,57700,59800,225039,0.023972602739726012
2021-11-17,DB손해보험,005830,58900,59800,56000,56700,279743,-0.05183946488294311
2021-11-18,DB손해보험,005830,55900,56500,55500,55800,145324,-0.015873015873015928
2021-11-19,DB손해보험,005830,55100,56700,55000,56400,137844,0.010752688172043001
2021-11-22,DB손해보험,005830,55600,56400,55200,55300,135064,-0.019503546099290725
2021-11-23,DB손해보험,005830,55100,56500,54600,56000,116520,0.012658227848101333
2021-11-24,DB손해보험,005830,56100,56900,55700,55900,73241,-0.0017857142857142794
2021-11-25,DB손해보험,005830,55600,55700,54900,55100,88065,-0.014311270125223596
2021-11-26,DB손해보험,005830,55000,55100,53200,53600,141087,-0.02722323049001818
2021-11-29,DB손해보험,005830,53600,54500,53500,54100,129305,0.009328358208955168
2021-11-30,DB손해보험,005830,54400,55500,52900,53800,263465,-0.00554528650646946
2021-12-01,DB손해보험,005830,53800,54400,53200,53600,147277,-0.0037174721189591198
2021-12-02,DB손해보험,005830,52900,54600,52000,54300,180424,0.013059701492537323
2021-12-03,DB손해보험,005830,53300,55700,53300,55300,112106,0.018416206261510082
2021-12-06,DB손해보험,005830,55600,55800,54000,55200,70128,-0.001808318264014508
2021-12-07,DB손해보험,005830,55300,56900,54700,56300,109777,0.019927536231884035
2021-12-08,DB손해보험,005830,56600,58600,56500,57300,141603,0.017761989342806483
2021-12-09,DB손해보험,005830,57300,58200,56800,57300,150656,0.0
2021-12-10,DB손해보험,005830,57000,58000,57000,57000,94715,-0.005235602094240788
2021-12-13,DB손해보험,005830,57600,58500,57200,57300,111030,0.0052631578947368585
2021-12-14,DB손해보험,005830,57100,57700,56200,56700,125106,-0.010471204188481686
2021-12-15,DB손해보험,005830,57100,57700,56700,57300,103303,0.010582010582010692
2021-12-16,DB손해보험,005830,57300,57900,57000,57600,66512,0.005235602094240788
2021-12-17,DB손해보험,005830,58000,60400,57900,60300,242585,0.046875
2021-12-20,DB손해보험,005830,59400,60000,58400,59000,107250,-0.021558872305140975
2021-12-21,DB손해보험,005830,59800,60200,58600,59800,100161,0.013559322033898313
