Date,StockName,StockCode,Open,High,Low,Close,Volume,Change
2020-01-02,카카오,035720,30909,31010,30508,30609,241047,-0.006523855890944508
2020-01-03,카카오,035720,30810,31111,30308,30609,314848,0.0
2020-01-06,카카오,035720,30206,31109,30106,31010,393715,0.01310072200986645
2020-01-07,카카오,035720,31110,32113,31009,32114,840186,0.035601418897129866
2020-01-08,카카오,035720,31813,32516,31412,32014,851619,-0.0031139067073550075
2020-01-09,카카오,035720,32816,33216,32615,32917,878319,0.02820640969575816
2020-01-10,카카오,035720,33118,33419,32716,33118,401906,0.006106267278306099
2020-01-13,카카오,035720,33217,33618,33117,33519,475667,0.012108219095356088
2020-01-14,카카오,035720,33618,33818,33217,33519,423286,0.0
2020-01-15,카카오,035720,33518,34220,33418,34121,462119,0.01795996300605629
2020-01-16,카카오,035720,34120,34521,34120,34422,260049,0.008821546847982198
2020-01-17,카카오,035720,34420,34621,33719,33820,354724,-0.017488815292545423
2020-01-20,카카오,035720,33919,34119,33518,33820,380510,0.0
2020-01-21,카카오,035720,33820,33921,32817,33118,389155,-0.020756948551153176
2020-01-22,카카오,035720,33317,33919,33016,33318,504350,0.006039012017633905
2020-01-23,카카오,035720,33718,33718,33016,33218,323420,-0.0030013806350921435
2020-01-28,카카오,035720,32114,32817,32014,32616,513228,-0.018122704557769875
2020-01-29,카카오,035720,33218,33318,32616,32817,255167,0.006162619573215622
2020-01-30,카카오,035720,32716,33218,32215,32516,418908,-0.009172075448700356
2020-01-31,카카오,035720,32614,32915,31812,31913,346067,-0.0185447164472875
2020-02-03,카카오,035720,31311,32215,31311,32014,423907,0.0031648544480304963
2020-02-04,카카오,035720,32414,33216,32214,33017,394773,0.03133004310614096
2020-02-05,카카오,035720,33417,33517,32414,32716,456954,-0.009116515734318709
2020-02-06,카카오,035720,33217,33718,32816,33318,552044,0.018400782491747147
2020-02-07,카카오,035720,33519,34222,33318,33620,522100,0.009064169517978282
2020-02-10,카카오,035720,33620,34021,33318,33921,375209,0.008953004164188094
2020-02-11,카카오,035720,33920,34120,33719,34121,307120,0.005896052592789136
2020-02-12,카카오,035720,34021,34523,33720,34523,407917,0.011781600773717038
2020-02-13,카카오,035720,35025,36430,34824,35928,1877980,0.04069750601048572
2020-02-14,카카오,035720,36329,37032,35928,36129,948085,0.00559452237808955
2020-02-17,카카오,035720,36129,36530,35928,36229,329408,0.002767859614160262
2020-02-18,카카오,035720,36229,36831,35928,36530,587253,0.00830826133760243
2020-02-19,카카오,035720,36931,38236,36831,38136,1362998,0.04396386531617846
2020-02-20,카카오,035720,38235,38435,37733,38236,547405,0.0026221942521502672
2020-02-21,카카오,035720,37834,38435,37633,38035,558497,-0.005256826027827177
2020-02-24,카카오,035720,37030,37331,36529,36831,792733,-0.03165505455501516
2020-02-25,카카오,035720,36529,37331,36128,37232,596763,0.010887567538215182
2020-02-26,카카오,035720,36830,37230,36429,36931,516378,-0.00808444348947146
